Question,Link,Answer,polarity,subjectivity,polarity_category,subjectivity_category
What is the procedure for getting a transcript from K.J. Somaiya College of Engineering?,https://www.quora.com/What-is-the-procedure-for-getting-a-transcript-from-K-J-Somaiya-College-of-Engineering,"Hey friends, You have an option to get transcript from your university that is Mailtranscripts.

Documents Required for Transcripts

Mark-sheets (Including if any failed/ re-attempts)
Degree certificate

Processing time for Transcripts

K.J. Somaiya College of Engineering usually takes 20 working days to issue transcripts.

For more information you can visit in this link. www.mailtranscripts.com",0.125,0.375,positive,objective
Can someone share a pff link of the first year syllabus of K.J. Somaiya College of Engineering?,https://www.quora.com/Can-someone-share-a-pff-link-of-the-first-year-syllabus-of-K-J-Somaiya-College-of-Engineering,"Hello there,

The link for the complete FY syllabus for the 2020-21 batch of K.J. Somaiya College of Engineering is available on KJSCE website and it is also shared with current FY B. Tech admitted students.

Visit our website for more such details. Hope this answers your question.",0.2,0.44000000000000006,positive,objective
"Is 3.45 lacs/yr worth it for K.J. Somaiya College of Engineering? Since it has become deemed, will the placements still be good after 5 years?",https://www.quora.com/Is-3-45-lacs-yr-worth-it-for-K-J-Somaiya-College-of-Engineering-Since-it-has-become-deemed-will-the-placements-still-be-good-after-5-years,"This year the fees might’ve shot up by more than 4L per annum. Since majority of the students opt to go abroad post their graduation for them it shall be worth considering. But if you’re planning to stay in India then expecting an ROI after the next 4 years might be not worth considering.

Depends from student to student and their plans after graduation.",0.1625,0.175,positive,objective
What are the different types of scholarships available for the students enrolled in K.J. Somaiya College of Engineering?,https://www.quora.com/unanswered/What-are-the-different-types-of-scholarships-available-for-the-students-enrolled-in-K-J-Somaiya-College-of-Engineering,"I am a gujurati, so I had the benifit of Linguistic Minority. I had applied for admissions in KJSCE in the month of May, in the 4th round of admissions. I had applied through my JEE Mains score (74%tile) and I didn't get admission in any of the branch. After the MHT-CET results were declared I applied again in round 5 of admissions and I got Computer Engineering. I also got a scholarship of 45% I.e. Rs. 2L. I had scored 95.95%tile in CET. I had not applied for any scholarship during the admission process and it was granted to me based on few merit based conditions which I need to fulfill in the next 4 years to keep the scholarship. The conditions are very easy first is, have attendance of more than 75% and second is to maintain a CGPI of more than 7.0.",0.13133333333333336,0.33333333333333337,positive,objective
Which is a better engineering college in Mumbai for IT between Thakur College of Engineering and K.J. Somaiya?,https://www.quora.com/Which-is-a-better-engineering-college-in-Mumbai-for-IT-between-Thakur-College-of-Engineering-and-K-J-Somaiya,K. J. Somaiya Vidyavihar anytime. But now it has changed from MUmbai University to Somaiya University… So think whether you want to go for Somaiya University or not,0.0,0.0,neutral,objective
"Is K.J. Somaiya College of Engineering good? (I got 91 percentile in JEE MAIN 2020 , I’m getting CS at KJ should I take a drop or take admission in it?)",https://www.quora.com/Is-K-J-Somaiya-College-of-Engineering-good-I-got-91-percentile-in-JEE-MAIN-2020-I-m-getting-CS-at-KJ-should-I-take-a-drop-or-take-admission-in-it,"I think I am qualified to answer this question since I have been a student at KJSCE (2016–2020).

Whether you want to take a drop it completely depends on which college you want. If you are Target to get into IIT/NIT then you can take a drop.

Otherwise it is not advisable to take a drop for other colleges since KJ Somaiya is at par with other colleges.

Coming to the college, the college is situated in Vidyavihar. The campus is huge and it is the second largest after IITB in Mumbai.

Since you are getting Computer Engineering at KJSCE, I would like to tell you that the amenities and opportunities for CS students are really good. Also the college has some of the best faculty.

Coming to important part, the PLACEMENTS.

If you have decent acads as well as extra curricular you can easily get a package of above 7 lac in CS.

Some of the top companies like Microsoft, Deloitte, Microfocus, BrowserStack, Morgan Stanley, Oracle, Amazon,etc. visit the campus every year with good pay packages.

If you really interested in CS, then KJSCE is the place to be",0.29333333333333333,0.4833333333333332,positive,objective
"Can I get admission in K.J. Somaiya College of Engineering, Vidhyavihar in CS or IT branch if I scored 65 percentile in the MHT CET 2021 (Gujarati minority)?",https://www.quora.com/Can-I-get-admission-in-K-J-Somaiya-College-of-Engineering-Vidhyavihar-in-CS-or-IT-branch-if-I-scored-65-percentile-in-the-MHT-CET-2021-Gujarati-minority,No you won't get kj Somaiya 2nd campus with this percentile .. college cut-offs are too high for cse and it. And you would come under open category as you are non maharastrian. But you can try with management seats in it.,0.05333333333333334,0.3466666666666667,neutral,objective
What are the hostel facilities available for female engineering students at K.J. Somaiya College of Engineering as of 2019?,https://www.quora.com/unanswered/What-are-the-hostel-facilities-available-for-female-engineering-students-at-K-J-Somaiya-College-of-Engineering-as-of-2019,"Yes, KJ Somaiya has the facility of hostel for MBA students. The most important thing here is the food, which you will be getting 4 times in a day in the mess. Also, there is a night mess where they provides us with food from 11 PM to 3 AM. Also, some rooms/area remains open for someone who wants to study late at night. There is 24*7 hot water facility in a non-ac, triple sharing room, as well as, there is a special staff for cleaning and hygiene.

Haha well, I don’t want to talk about rooms much because it’s not the place where you are going to spend all your time, but *the common area* in a hostel, the best place to discuss,to learn, and to interact with new people(good for networking and socializing- you can irritate your seniors by asking n numbers of questions about anything at anytime....) Other than that, campus with a racing track, naturally beautiful grounds and other sports facilities look great. In the end, I must say, At least once in a lifetime, everyone should experience the hostel life. It's absolute love :)

1 View · View Upvoters ·",0.20879574970484063,0.5284533648170012,positive,subjective
Can I get any cheap PG with food near K.J. Somaiya College of Engineering & Technology? What should be the price?,https://www.quora.com/unanswered/Can-I-get-any-cheap-PG-with-food-near-K-J-Somaiya-College-of-Engineering-Technology-What-should-be-the-price,"Generally speaking the ENGINEERING LIFE is The BEST EXPERIENCE which you can ask for in your Life. IT IS THE MOULDING MATERIAL For your BRIGHT FUTURE…It will give you all the experience you required to survive This Fast growing world like ..handling the situation in very tense environment , submit report in very less time and many more

Speaking Of KJSCE , the studies n faculty are good…the experience which u will get in this four year will be awesome.

There many places to visit within somaiya campus…

1.U can enjoy the Game of Chess Which have big setup which is just opposite to SIMSR

2. The Tennis court(now if is there or not ,i m not sure)

3.The atheltic ground

4.Two football ground and also a groung just opposite to Somaiya School

5.The beautiful greenery and benches around the greenery and The BIG Watermelon Seat.

6. Two Amphitheatre’s i.e one of engineering and other of management clge

7. The BEST canteen of Somaiya is Engineering Cantern … and Also There is a MAGGI House…so enjoy the food.

Do’s:

Enjoy the campus ..Go beyond the boundary of classrooms
Study atleast twice in a week…to avoid tremendous preesure during the exam days.
Try to attend the lectures which you feel are important and understable
Avoid the lectures which you think are boring and do the completion n submission of any assignment.( In case you cannot complete the work in home)
Always attend practical’s ..don’t skip them.

DON’T

Never skip the lecture of the leactures which really teach well..
Never give any back answer to any teaching or non-teaching staff . They will find any way to take revenge on you.
Don’t skip the regular based studies (as mentioned above)..otherwise there will tremendous pressure during the last days of exams.

So STUDY AND ENJOY .

Sorry for any grammar and typing error",0.19217171717171722,0.49527713027713016,positive,objective
"Which branch should I choose, Electronics Engineering or Electronics and Telecommunication Engineering at K.J. Somaiya College of Engineering?",https://www.quora.com/Which-branch-should-I-choose-Electronics-Engineering-or-Electronics-and-Telecommunication-Engineering-at-K-J-Somaiya-College-of-Engineering,"I will answer you question in two part. I am myself an Electronics Engineer and I feel there is something people aspiring to join the Electronics domain should know about it.

You will surely regret taking this field if:

You can’t understand basic concepts of electrical circuits, elementary physics, mathematics and basic computer programming.
Have no interest in Electronics whatsoever and no interest in Engineering
You only want a job in this domain, without any hard work and relevant skills.

Secondly, you will have to see what your interest is. In Electronics and Telecommunication Engineering (say ENTC), you will be studying electronics circuits , signals and how to generate/analyze/detect/filter them, electronic devices; how do they operate and are manufactured, modern processor, controllers and how to develop basic systems with them. And many more topics like Control System theory, Electromagnetics etc. Why am mentioning all these ? Because understand that at the end of engineering you will be using this knowledge to step into electronics industries, or would be choosing one of the topics and going ahead with research or specialization.

Now I don’t know what people have told you, but from my experience, there is good demand of Electronics Engineers, especially in India. But note, we need competent engineers, not degree holders. ENTC engineering is not easy, and it involves concepts of computer science, electrical and sometimes mechanical engineering along with electronics. You need to study and understand the concepts involved and also how they are applied commercially. Once you are skilled in your domain, you can see that there are opportunities. There are even opportunities in startups if you are interested.

One reason why people might be telling you that there’s no scope and few jobs, may be because today there are too many CS/IT related jobs when compared to Electronics engineering (in India). Unfortunately today’s scenario is that many electronics engineers join IT industries. This is giving the impression that we don’t have jobs for electronics engineers. Comparatively, yes, jobs are less in Electronics domain when compared with CS/IT branch. But this doesn’t means you will regret taking Electronics. It just means that you will have to be more skilled than others, and look harder for company/organization that suits your interest.

SO check your interests, and go ahead. If you are interested, skilled and competent, then there are plethora of opportunities and exciting jobs waiting for you. You will never regret your decision. If you have interest in Electronics, there’s no better time than now to step in this domain. We are in the process of watching electronics revolutionize our lifestyle and you just might get a front row seat in this spectacular show.",0.19926470588235293,0.5129084967320261,positive,subjective
Can you share your experience of counselling at K.J. Somaiya College of Engineering (Mumbai)?,https://www.quora.com/unanswered/Can-you-share-your-experience-of-counselling-at-K-J-Somaiya-College-of-Engineering-Mumbai,"It was after my boards that I have decided to pursue MBBS, alone. All my friends decided to take admission in different colleges.Then I Searched for coaching classes and joined the one I found best. All three subjects in different classes, all in separate corner of city. I used to go out early in the morning, attend one class, drive for about 30 minutes, attend second class, then study for few hours, then drive for another class. Then return home at the time of dinner, study, sleep then next day repeat. For almost 5 months it was my routine. For some last months I studied madly.

Then comes the result. I was allotted a private dental college. I was disappointed, frustrated and literally wanted to end everything. I told my parents. They told me to join college. I don't wanted to. I wanted to take one more attempt.They forced me to join college. For their sake I joined. But I wasn't happy nor excited. only 10 days went, and I was unable to continue.I used to sit alone, didn't talk to anyone, didn't gave efforts to any tasks in college. I don't no why but it became impossible for me to continue. I told my parents, this time my sister took my side and argued with them to allow me one more attempt. They finally agreed. I started preparing for next exam, and a lot tragedies happened after that but finally after 3rd attempt I got Medical college. Currently I am answering this in between preparation of anatomy paper of university exams.",-0.01794871794871794,0.4669871794871795,neutral,objective
Is 75% attendance compulsory at K.J. Somaiya College of Engineering? What if I choose to sit in the library for self-study instead of the lecture?,https://www.quora.com/Is-75-attendance-compulsory-at-K-J-Somaiya-College-of-Engineering-What-if-I-choose-to-sit-in-the-library-for-self-study-instead-of-the-lecture,"As per the guidelines it has been said to maintain 75% attendance. But being in somaiya for these years, I have seen that it doesn't have to affect you, you can choose to be in the college and study in the library itself there’s not much pressure put on you if you don’t sit for lectures! As somaiya has turned into a University now, I cannot comment on what all will be the guidelines from her on!!",-0.1953125,0.2,negative,objective
"Is it worth doing an M.Tech from the K.J. Somaiya College of Engineering, Mumbai in CAD, CAM, and robotics?",https://www.quora.com/unanswered/Is-it-worth-doing-an-M-Tech-from-the-K-J-Somaiya-College-of-Engineering-Mumbai-in-CAD-CAM-and-robotics,"Very very (very) bad!

I'm passing out from KJSCE next month and I can surely tell you that the placement situation is extremely bad. Though I got placed in an education firm, it can't be considered as something which a mechanical engineer would hope for. I wanted to go in education so it doesn't matter to me.

I have seen my friends who want jobs so badly but aren't placed anywhere. I think only 3 or 4 core mechanical companies approached this year. As far as I know, about 11 people have been placed from my batch. Most of the companies are offering sales position which I don't think a core mechanical guy would like to go for. Other companies just expect you to know python or any language since they aren't mechanical companies.

So I'd like you to know that placement situation is extremely horrible right now at KJSCE. Please do proper homework before taking admission anywhere.",-0.17994505494505492,0.6153540903540903,negative,subjective
What are the differences between K.J. Somaiya College of Engineering and VJTI Mumbai for computer science engineering? Can you justify which one is better and why?,https://www.quora.com/What-are-the-differences-between-K-J-Somaiya-College-of-Engineering-and-VJTI-Mumbai-for-computer-science-engineering-Can-you-justify-which-one-is-better-and-why,"Key Differences between K.J. Somaiya College of Engineering and VJTI Mumbai for Computer Science Engineering

Placement Statistics:

VJTI: Average CTC: INR 12.5 LPA (2022) Highest CTC: INR 45 LPA (2022) Placement percentage: 98% (2022)
K.J. Somaiya: Average CTC: INR 8.5 LPA (2023) Highest CTC: INR 17 LPA (2023) Placement percentage: 95% (2023)

Faculty and Infrastructure:

VJTI: Experienced faculty with PhD and industry experience State-of-the-art laboratories and research facilities
K.J. Somaiya: Young and enthusiastic faculty with a focus on research Well-equipped labs and a dedicated research center

Industry Collaboration and Accreditation:

VJTI: Collaborations with top companies like Microsoft, Amazon, and Google Accredited by the National Board of Accreditation (NBA)
K.J. Somaiya: Partnerships with industry leaders like IBM and SAP Accredited by the National Assessment and Accreditation Council (NAAC)

Research and Innovation:

VJTI: Strong focus on research, with significant publications in reputed journals Dedicated research center with modern equipment
K.J. Somaiya: Emerging research ecosystem, with a focus on collaborative projects Supports student participation in research and innovation initiatives

Which is Better?

Based on the latest data, VJTI Mumbai ranks higher than K.J. Somaiya College of Engineering for computer science engineering.

Reasons:

Superior Placement Statistics: VJTI has consistently higher average CTC, highest CTC, and placement percentage.
Experienced Faculty and Infrastructure: VJTI has a more established faculty with a proven track record and excellent research facilities.
Stronger Industry Collaboration: VJTI's established partnerships with leading companies provide students with valuable exposure and internship opportunities.
Higher Accreditation Status: VJTI is accredited by the higher-ranking NBA, which is recognized globally.",0.3090579710144927,0.5742753623188406,positive,subjective
What are the career options for mechanical engineering graduates from the K.J. Somaiya College of Engineering?,https://www.quora.com/unanswered/What-are-the-career-options-for-mechanical-engineering-graduates-from-the-K-J-Somaiya-College-of-Engineering,"I am Second year mechanical engineering student at K J Somaiya.

Life at K J somaiya is different than any other institute in Mumbai especially after autonomy.

Every Semester is about same with different subjects.
Teaching is good with some annoying professors.
Exam pattern changed a lot after autonomy. You get only one holiday for 1 subject so unlike the months in MU exam gets over in a week and half.
Study leave is shorter too so students must start studying during semester.
Plus point here is you get about 2 months of Vacation after your exam.
And you can actually see your assessed papers for free on open day.
Huge campus.
Great football ground, badminton court, table tennis, carrom etc. Easily accessible
Canteen is affordable with great food.


Getting to Mechanical Engineering


One of the best in the city for ME.
Crowd in Mechanical is generally smarter than other branches because of cutoff.
Gender ratio is really poor, only 6 grirls in about 80 students division.(not specific to this college though)
There's lots of things you can do with studying like joining a team which builds something. There's Orion Racing makes race car, Red shift Racing makes ATV, Onyx makes air crafts,Team Eta guys make fuel efficient cars.
And they are pretty great too Orion Racing won first price at JK tyre FDC 2015. Competing against top colleges in India.
If you don't want to join anything and want to make your own project you can do that too.


Will improve this aanswer as I can, suggestions are always welcome.",0.19166666666666665,0.5567204301075269,positive,subjective
Is K.J. Somaiya college good for mechanical Engineering?,https://www.quora.com/unanswered/Is-K-J-Somaiya-college-good-for-mechanical-Engineering,"DJ Sanghvi College of Engineering (DJSCE)

Placements: The placement record of the college is pretty solid. Big companies like Tata, TCS, Infosys are frequent recruiters here. The highest reported package is around 60 lakhs per annum with an average being at around 7 lakhs.
Fees: The total tuition fee for DJ Sanghvi B.E. in Mechanical Engineering is INR 7.65 Lakh.
Student Opinion: Students have praised the college for its qualified faculty and state-of-the-art infrastructure. They also appreciate the college’s leniency compared to other colleges. However, some students have expressed dissatisfaction with the college’s cooperation in external activities.

KJ Somaiya College of Engineering (KJSCE)

Placements: The highest package was Rs 25 lakh per annum. The average package was 10.14 Lakhs.
Fees: The B.Tech fees at KJSCE range from Rs 4,32,000 to Rs 4,70,000 per annum.
Student Opinion: Students have appreciated the opportunities provided by the college for participating in committees and clubs. They also value the college’s faculty and infrastructure.

In conclusion, both colleges have their strengths. DJ Sanghvi has a strong placement record and is appreciated for its faculty and infrastructure. On the other hand, KJ Somaiya provides a wide range of opportunities for students to participate in extracurricular activities and also has a good placement record. So, it ultimately depends on what you value more in your education. Good luck with your decision! 🍀",0.1449074074074074,0.44074074074074077,positive,objective
What is the placement record of Pune's K.J. Somaiya College of Engineering? What does the college have to offer students?,https://www.quora.com/unanswered/What-is-the-placement-record-of-Punes-K-J-Somaiya-College-of-Engineering-What-does-the-college-have-to-offer-students,"Depends on the branch you choose for engineering. If you wish to pursue it in Computer Science or Information Technology placements vary from 5–25 LPA depending upon your skills and interest in coding or any other parameters the company is looking for. From Barclays to JP Morgan, you'll get best of the chances if you are good at your job.

For EXTC and ETRX, IT companies do come and offer good packages. But it is comparitively opportunities are lesser than that for the CS and IT.

Coming to Mechanical engineering, there are very few core companies that show up for hiring. There are quite a few like Godrej, Carrier Media, BlueStar. Improvement has to be done to maintain the reputation and considering the name it has established over the years.

I hope it helps!",0.2521428571428571,0.37214285714285716,positive,objective
I am Getting IT at K.J Somaiya College of Engineering vidyavihar and ECE branch at IIITDM Jabalpur. Which one should I take?,https://www.quora.com/I-am-Getting-IT-at-K-J-Somaiya-College-of-Engineering-vidyavihar-and-ECE-branch-at-IIITDM-Jabalpur-Which-one-should-I-take,You can't compare any colleges with INIs. INIs are far better than non INIs in every field. So you should take ECE at IIITDM Jabalpur,0.3,0.75,positive,subjective
What are the placement statistics for K.J. Somaiya College of Engineering and SJSCE in Nagpur?,https://www.quora.com/unanswered/What-are-the-placement-statistics-for-K-J-Somaiya-College-of-Engineering-and-SJSCE-in-Nagpur,"I don’t know about K. J. Somaiya, but being a student of D. J. Sanghvi, I can tell you about the placements in D. J. Sanghvi.

Your placements will start as soon as your 4th year starts. Morgan Stanley is usually the 1st company that visits the college. It provides the highest salary (14–16 lacs pa). I was fortunate enough to be placed in Morgan Stanley last year and I’ll be starting my job soon.

The placements then go on for a year. About 35–40 companies visit the campus with salaries ranging from 3 to 12 lacs per annum. J. P. Morgan hires people through ‘Code For Good’, a 24-hour coding contest. Other reputed companies like ZS, Directi, Indus Valley, etc. visit the campus soon after Morgan Stanley. Many other companies like Halftick, EnY, Quantiphi, Dollat Capital, Mastek, Musigma, LTI, Deloitte, etc., visiting the campus, provide an appreciable salary. As far as I know, everyone in my division, who attended the placement process, have been placed in some or the other company. Mass recruiters like TCS, Infosys also visit the campus.

The placements are really good in D. J. Sanghvi, so you can do a job before you start thinking about your masters. You’ll be provided with a lot of job opportunities, with varying job positions. Seniors are really helpful during the process as well.",0.15192307692307694,0.433974358974359,positive,objective
